NUMEMP;TIPCOL;NUMCAD;DATAFA;HORAFA;DATTER;HORTER;PRVTER;SITAFA;CAUDEM;DIAJUS;OBSAFA;CODDOE;NOMATE;ORGCLA;REGCON;ESTCON;MOTRAI
1;1;245;20/02/2020;0;05/03/2020;0;;14;;;SGO - REQUISICAO N.: 202003023800002;;;;;;40
1;1;265;10/06/2015;0;25/09/2018;0;;3;;;CHAMADO 201809023800096;;;;;;30
1;1;265;22/09/2014;0;20/04/2015;0;;3;;;;;;;;;30
1;1;265;28/11/2018;0;22/01/2019;0;;3;;;CHAMADO 201812023800083/CHAMADO 201901023800175;;;;;;30
1;1;268;01/05/2017;0;30/10/2019;0;;3;;;SGO - REQUISICAO N.: 201705023800160;;;;;;30
1;1;268;22/10/2015;0;19/04/2017;0;;3;;;;;;;;;30
1;1;268;26/06/2015;0;21/10/2015;0;;3;;;;;;;;;30
1;1;268;31/10/2019;0;01/01/9999;0;;22;;;;;;;;;0
1;1;269;02/09/2013;0;30/01/2014;0;;3;;;;;;;;;30
1;1;278;17/03/2019;0;01/04/2019;0;;14;;;SGO - REQUISICAO N.: 201903023800129;;;;;;40
1;1;280;13/05/2019;0;18/05/2019;0;;14;;;SGO - REQUISICAO N.: 201905023800139;;;;;;40
1;1;284;03/02/2022;0;06/02/2022;0;;14;;;SGO - REQUISICAO N.: 202202023800271;;;;;;40
1;1;284;08/02/2022;0;12/02/2022;0;;14;;;;;;;;;40
1;1;284;13/02/2022;0;22/02/2022;0;;14;;;;;;;;;40
1;1;284;25/03/2021;0;29/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800162;;;;;;40
1;1;288;14/07/2022;0;17/07/2022;0;;14;;;SGO - REQUISICAO N.: 202207023800196;;;;;;40
1;1;288;17/07/2022;0;20/07/2022;0;;14;;;SGO - REQUISICAO N.: 202207023800197;;;;;;40
1;1;295;02/01/2015;0;04/02/2015;0;;3;;;;;;;;;30
1;1;297;04/09/2019;0;02/01/2020;0;;6;;;SGO - REQUISICAO N.: 201909023800020;;;;;;50
1;1;297;18/08/2019;0;21/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800158;;;;;;40
1;1;297;21/08/2019;0;03/09/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800159;;;;;;40
1;1;297;22/07/2019;0;29/07/2019;0;;14;;;SGO - REQUISICAO N.: 201907023800192;;;;;;40
1;1;299;17/06/2022;0;23/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800139;;;;;;40
1;1;318;01/06/2024;0;16/06/2024;0;;14;;;TICKET 386885 / ALTERADO TICKET 391793|;;;;;;40
1;1;318;02/05/2024;0;01/06/2024;0;;3;;;TICKET: 378987|;;;;;;30
1;1;318;13/07/2022;0;16/07/2022;0;;14;;;SGO - REQUISICAO N.: 202207023800194;;;;;;40
1;1;318;15/03/2021;0;24/04/2021;0;;3;;;SGO - REQUISICAO N.: 202103023800154 - CHAMADO DE PRORROGAÇÃO 202104023800120;;;;;;30
1;1;318;16/06/2024;0;16/07/2024;0;;3;;;TICKET 395894.|;;;;;;30
1;1;318;26/12/2020;0;09/01/2021;0;;14;;;CONFORME EMAIL EM TER., 29 DE DEZ. DE 2020 ÀS 09:34, MAYRA CURY;;;;;;40
1;1;321;22/01/2025;0;25/01/2025;0;;14;;;|;;;;;;40
1;1;321;22/02/2017;0;18/04/2017;0;;3;;;SGO - REQUISICAO N.: 201703023800043;;;;;;30
1;1;340;06/03/2017;0;12/05/2017;0;;3;;;SGO - REQUISICAO N.: 201703023800145;;;;;;30
1;1;340;22/02/2016;0;11/04/2016;0;;3;;;;;;;;;30
1;1;366;01/12/2023;0;07/12/2023;0;;14;;;SGO - REQUISICAO N.: 202312023800015|;;;;;;40
1;1;366;15/05/2019;0;18/05/2019;0;;14;;;SGO - REQUISICAO N.: 201905023800138;;;;;;40
1;1;366;18/12/2024;0;21/12/2024;0;;14;;;TICKET 486113|;;;;;;40
1;1;366;25/07/2024;0;03/08/2024;0;;14;;;TICKET 416040|;;;;;;40
1;1;366;28/12/2021;0;01/01/2022;0;;14;;;;;;;;;40
1;1;376;01/07/2019;0;04/07/2019;0;;14;;;SGO - REQUISICAO N.: 201907023800038;;;;;;40
1;1;376;05/08/2019;0;12/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800044;;;;;;40
1;1;376;14/05/2019;0;17/05/2019;0;;14;;;SGO - REQUISICAO N.: 201905023800136;;;;;;40
1;1;376;20/05/2019;0;27/05/2019;0;;14;;;SGO - REQUISICAO N.: 201905023800135;;;;;;40
1;1;378;20/02/2019;0;23/02/2019;0;;14;;;SGO - REQUISICAO N.: 201902023800124;;;;;;40
1;1;380;04/01/2022;0;09/01/2022;0;;14;;;SGO - REQUISICAO N.: 202201023800034;;;;;;40
1;1;380;08/07/2019;0;13/07/2019;0;;14;;;SGO - REQUISICAO N.: 201907023800106;;;;;;40
1;1;380;10/02/2019;0;17/02/2019;0;;14;;;SGO - REQUISICAO N.: 201902023800103;;;;;;40
1;1;381;30/07/2020;0;06/08/2020;0;;14;;;;;;;;;40
1;1;389;01/08/2019;0;06/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800006;;;;;;40
1;1;389;06/08/2019;0;08/08/2019;0;;3;;;EMAIL REGIANE 26/08/2019;;;;;;30
1;1;389;08/08/2019;0;10/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800152;;;;;;40
1;1;389;13/08/2019;0;17/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800093;;;;;;40
1;1;390;04/11/2019;0;07/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800113;;;;;;40
1;1;390;07/11/2019;0;15/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800167;;;;;;40
1;1;390;17/08/2021;0;20/08/2021;0;;14;;;SGO - REQUISICAO N.: 202108023800126;;;;;;40
1;1;390;27/08/2020;0;01/09/2020;0;;14;;;CADSTRO SOLICITADO CONF. E-MAIL ENVIADO EM 31/08/20 POR MAYRA;;;;;;40
1;1;390;30/10/2019;0;02/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800115;;;;;;40
1;1;393;21/07/2021;0;24/07/2021;0;;14;;;SGO - REQUISICAO N.: 202107023800206;;;;;;40
1;1;393;25/07/2021;0;30/07/2021;0;;14;;;SGO - REQUISICAO N.: 202107023800207;;;;;;40
1;1;394;04/09/2023;0;11/09/2023;0;;14;;;SGO - REQUISICAO N.: 202309023800043;;;;;;40
1;1;394;16/05/2022;0;21/05/2022;0;;14;;;SGO - REQUISICAO N.: 202205023800133;;;;;;40
1;1;394;27/05/2022;0;31/05/2022;0;;14;;;SGO - REQUISICAO N.: 202205023800141;;;;;;40
1;1;395;17/12/2020;0;31/12/2020;0;;14;;;MAYRA CURY SEGUNDA-FEIRA, 28 DE DEZEMBRO DE 2020 13:37;;;;;;40
1;1;395;18/04/2020;0;27/04/2020;0;;14;;;;;;;;;40
1;1;395;20/09/2019;0;01/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800049;;;;;;40
1;1;396;12/04/2021;0;17/04/2021;0;;14;;;SGO - REQUISICAO N.: 202104023800193;;;;;;40
1;1;396;14/08/2019;0;17/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800094;;;;;;40
1;1;396;20/04/2021;0;24/04/2021;0;;14;;;SGO - REQUISICAO N.: 202104023800288;;;;;;40
1;1;396;27/06/2019;0;30/06/2019;0;;14;;;SGO - REQUISICAO N.: 201907023800019;;;;;;40
1;1;396;30/10/2019;0;02/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800123;;;;;;40
1;1;403;19/06/2024;0;22/06/2024;0;;14;;;TICKET  397627|;;;;;;40
1;1;404;26/09/2024;0;05/10/2024;0;;14;;;SGO - REQUISICAO N.: 202410023800015|;;;;;;40
1;1;405;07/01/2019;0;13/01/2019;0;;14;;;SGO - REQUISICAO N.: 201901023800154;;;;;;40
1;1;407;03/07/2021;0;18/07/2021;0;;14;;;CHAMADO Nº 202107023800083;;;;;;40
1;1;407;28/01/2022;0;07/02/2022;0;;14;;;;;;;;;40
1;1;411;15/02/2024;0;20/02/2024;0;;14;;;SGO - REQUISICAO N.: 202402023800063;;;;;;40
1;1;411;15/06/2022;0;18/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800134;;;;;;40
1;1;412;22/05/2019;0;02/06/2019;0;;14;;;SGO REQUISIÇÃO 201905023800145;;;;;;40
1;1;414;14/08/2019;0;29/08/2019;0;;14;;;SGO - REQUISICAO N.: 201908023800140;;;;;;40
1;1;414;18/11/2022;0;02/12/2022;0;;14;;;SGO - REQUISICAO N.: 202211023800152;;;;;;40
1;1;414;27/06/2022;0;30/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800164;;;;;;40
1;1;414;30/06/2022;0;05/07/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800165;;;;;;40
1;1;423;21/06/2022;0;28/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800163;;;;;;40
1;1;423;22/03/2022;0;25/03/2022;0;;14;;;;;;;;;40
1;1;424;04/02/2020;0;10/03/2020;0;;3;;;;;;;;;30
1;1;424;29/12/2019;0;04/02/2020;0;;3;;;;;;;;;30
1;1;425;08/10/2019;0;10/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800153;;;;;;40
1;1;425;25/03/2022;0;28/03/2022;0;;14;;;;;;;;;40
1;1;426;16/01/2024;0;19/01/2024;0;;14;;;SGO - REQUISICAO N.: 202401023800184;;;;;;40
1;1;429;01/07/2025;0;06/07/2025;0;;14;;;TICKET - 575078|;;;;;;40
1;1;429;09/06/2021;0;12/06/2021;0;;14;;;SGO - REQUISICAO N.: 202106023800101;;;;;;40
1;1;429;14/06/2021;0;13/07/2021;0;;3;;;SGO - REQUISICAO N.: 202106023800102, RETORNO ALTERADO CONFORME CHAMADO Nº 202107023800094;;;;;;30
1;1;429;26/02/2023;0;06/03/2023;0;;14;;;TICKET: 177281;;;;;;40
1;1;430;07/08/2023;0;10/08/2023;0;;14;;;SGO - REQUISICAO N.: 202308023800065;;;;;;40
1;1;430;28/08/2024;0;01/09/2024;0;;14;;;TICKET 430771|;;;;;;40
1;1;431;05/06/2023;0;15/06/2023;0;;14;;;SGO - REQUISICAO N.: 202306023800077;;;;;;40
1;1;431;08/07/2021;0;18/07/2021;0;;14;;;SGO - REQUISICAO N.: 202107023800096;;;;;;40
1;1;432;08/04/2019;0;12/04/2019;0;;14;;;REQUISIÇÃO SGO 201904023800132;;;;;;40
1;1;432;12/04/2019;0;26/04/2019;0;;3;;;REQUISIÇÃO 201940238000133;;;;;;30
1;1;432;19/11/2020;0;19/03/2021;0;;6;;;SGO - REQUISICAO N.: 202011023800169;;;;;;50
1;1;432;26/04/2019;0;23/05/2019;0;;3;;;EMAIL 07/05/2019 ENVIADO PELA REGIANE.;;;;;;30
1;1;434;18/09/2020;0;16/01/2021;0;;6;;;CHAMADO: 202009023800064;;;;;;50
1;1;440;07/05/2024;0;04/09/2024;0;;6;;;SGO - REQUISICAO N.: 202405023800069;;;;;;50
1;1;440;09/08/2021;0;23/08/2021;0;;14;;;SGO - REQUISICAO N.: 202108023800057 E CHAMADO N.202108023800121;;;;;;40
1;1;440;25/02/2025;0;28/02/2025;0;;14;;;|;;;;;;40
1;1;440;29/01/2024;0;05/02/2024;0;;14;;;|;;;;;;40
1;1;442;13/08/2021;0;16/08/2021;0;;14;;;SGO - REQUISICAO N.: 202108023800109;;;;;;40
1;1;443;05/05/2021;0;13/05/2021;0;;14;;;SGO - REQUISICAO N.: 202105023800090;;;;;;40
1;1;443;08/10/2021;0;13/10/2021;0;;14;;;SGO - REQUISICAO N.: 202110023800135;;;;;;40
1;1;443;21/10/2020;0;30/10/2020;0;;14;;;;;;;;;40
1;1;444;04/01/2021;0;11/01/2021;0;;14;;;SGO - REQUISICAO N.: 202101023800072;;;;;;40
1;1;444;09/03/2021;0;23/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800070;;;;;;40
1;1;447;30/10/2019;0;02/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800021;;;;;;40
1;1;449;03/12/2019;0;23/04/2020;0;;3;;;;;;;;;30
1;1;449;13/06/2019;0;20/06/2019;0;;14;;;SGO - REQUISICAO N.: 201906023800069;;;;;;40
1;1;449;14/11/2019;0;17/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800166;;;;;;40
1;1;449;29/11/2019;0;03/12/2019;0;;14;;;SGO - REQUISICAO N.: 201912023800007;;;;;;40
1;1;451;01/06/2022;0;05/06/2022;0;;14;;;;;;;;;40
1;1;451;10/09/2024;0;14/09/2024;0;;14;;;SGO - REQUISICAO N.: 202409023800104;;;;;;40
1;1;451;16/08/2021;0;23/08/2021;0;;14;;;SGO - REQUISICAO N.: 202108023800127;;;;;;40
1;1;451;26/05/2022;0;01/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800015;;;;;;40
1;1;454;09/12/2019;0;14/12/2019;0;;14;;;SGO - REQUISICAO N.: 201912023800040;;;;;;40
1;1;456;05/11/2020;0;19/11/2020;0;;14;;;SGO - REQUISICAO N.: 202011023800040;;;;;;40
1;1;457;09/03/2025;0;14/03/2025;0;;14;;;TICKET 521046|;;;;;;40
1;1;457;13/08/2023;0;16/08/2023;0;;14;;;SGO - REQUISICAO N.: 202308023800098;;;;;;40
1;1;457;16/01/2020;0;21/01/2020;0;;14;;;SGO - REQUISICAO N.: 202001023800104;;;;;;40
1;1;457;21/10/2022;0;04/11/2022;0;;14;;;SGO - REQUISICAO N.: 202210023800082;;;;;;40
1;1;457;22/04/2021;0;02/05/2021;0;;14;;;SGO - REQUISICAO N.: 202104023800282;;;;;;40
1;1;457;24/05/2025;0;27/05/2025;0;;14;;;TICEKT -  558036|;;;;;;40
1;1;457;30/01/2023;0;02/02/2023;0;;14;;;SGO - REQUISICAO N.: 202302023800001;;;;;;40
1;1;458;12/01/2022;0;17/01/2022;0;;14;;;SGO - REQUISICAO N.: 202201023800070;;;;;;40
1;1;458;13/09/2022;0;27/09/2022;0;;14;;;SGO - REQUISICAO N.: 202209023800061;;;;;;40
1;1;459;06/06/2019;0;13/06/2019;0;;14;;;SGO - REQUISICAO N.: 201906023800023;;;;;;40
1;1;460;15/03/2021;0;29/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800146;;;;;;40
1;1;462;10/10/2019;0;19/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800182;;;;;;40
1;1;462;14/07/2021;0;17/07/2021;0;;14;;;SGO - REQUISICAO N.: 202107023800223;;;;;;40
1;1;464;03/09/2019;0;07/09/2019;0;;14;;;SGO - REQUISICAO N.: 201909023800014;;;;;;40
1;1;464;06/07/2024;0;09/07/2024;0;;14;;;SGO - REQUISICAO N.: 202407023800051;;;;;;40
1;1;464;20/06/2022;0;25/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800140;;;;;;40
1;1;466;01/07/2022;0;05/07/2022;0;;14;;;SGO - REQUISICAO N.: 202207023800100;;;;;;40
1;1;466;03/10/2022;0;31/01/2023;0;;6;;;SGO - REQUISICAO N.: 202210023800048;;;;;;50
1;1;466;06/09/2024;0;16/09/2024;0;;14;;;SGO - REQUISICAO N.: 202409023800121;;;;;;40
1;1;466;08/10/2019;0;15/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800155;;;;;;40
1;1;466;24/11/2020;0;27/11/2020;0;;14;;;CONF CHAMADO 202011023800208 E EMAIL EM 25/11/2020 DA MAYRA;;;;;;40
1;1;469;10/10/2019;0;14/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800220;;;;;;40
1;1;470;18/10/2022;0;01/11/2022;0;;14;;;SGO - REQUISICAO N.: 202210023800075;;;;;;40
1;1;471;30/04/2022;0;03/05/2022;0;;14;;;SGO - REQUISICAO N.: 202205023800077;;;;;;40
1;1;472;05/02/2020;0;08/02/2020;0;;14;;;SGO - REQUISICAO N.: 202002023800084;;;;;;40
1;1;474;25/02/2021;0;10/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800010;;;;;;40
1;1;478;17/12/2020;0;24/12/2020;0;;14;;;CONFORME EMAIL MAYRA CURY TERÇA-FEIRA, 22 DE DEZEMBRO DE 2020 10:33;;;;;;40
1;1;478;29/04/2022;0;03/05/2022;0;;14;;;TICKET 53181;;;;;;40
1;1;481;01/05/2022;0;15/05/2022;0;;14;;;SGO - REQUISICAO N.: 202205023800036;;;;;;40
1;1;481;06/05/2025;0;10/05/2025;0;;14;;;SGO - REQUISICAO N.: 202505023800063;;;;;;40
1;1;481;06/12/2024;0;10/12/2024;0;;14;;;SGO - REQUISICAO N.: 202412023800037;;;;;;40
1;1;481;08/11/2021;0;11/11/2021;0;;14;;;SGO - REQUISICAO N.: 202111023800057;;;;;;40
1;1;486;16/08/2022;0;24/08/2022;0;;14;;;SGO - REQUISICAO N.: 202208023800167;;;;;;40
1;1;487;14/09/2022;0;17/09/2022;0;;14;;;SGO - REQUISICAO N.: 202209023800082;;;;;;40
1;1;487;15/05/2021;0;25/05/2021;0;;14;;;SGO - REQUISICAO N.: 202105023800128;;;;;;40
1;1;489;22/08/2024;0;05/09/2024;0;;14;;;TICKET 428882|;;;;;;40
1;1;490;19/11/2020;0;03/12/2020;0;;14;;;SGO - REQUISICAO N.: 202011023800157;;;;;;40
1;1;493;04/01/2024;0;19/01/2024;0;;14;;;SGO - REQUISICAO N.: 202401023800099;;;;;;40
1;1;493;06/06/2022;0;12/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800043;;;;;;40
1;1;493;18/02/2024;0;26/02/2024;0;;14;;;|;;;;;;40
1;1;494;29/12/2021;0;31/12/2021;0;;14;;;;;;;;;40
1;1;494;31/12/2021;0;10/01/2022;0;;14;;;;;;;;;40
1;1;495;21/05/2025;0;24/05/2025;0;;14;;;TICKET_555259|;;;;;;40
1;1;495;21/12/2021;0;24/12/2021;0;;14;;;;;;;;;40
1;1;497;01/05/2024;0;04/05/2024;0;;14;;;TICKET 85450|;;;;;;40
1;1;497;12/01/2022;0;20/01/2022;0;;14;;;SGO - REQUISICAO N.: 202201023800074;;;;;;40
1;1;498;17/03/2021;0;20/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800134;;;;;;40
1;1;498;23/04/2021;0;28/04/2021;0;;14;;;SGO - REQUISICAO N.: 202104023800296;;;;;;40
1;1;501;01/05/2022;0;04/05/2022;0;;14;;;SGO - REQUISICAO N.: 202205023800075;;;;;;40
1;1;501;10/03/2021;0;13/03/2021;0;;14;;;SGO - REQUISICAO N.: 202103023800064;;;;;;40
1;1;501;28/06/2021;0;05/07/2021;0;;14;;;SGO - REQUISICAO N.: 202106023800167;;;;;;40
1;1;502;01/02/2025;0;15/02/2025;0;;14;;;SGO - REQUISICAO N.: 202502023800014;;;;;;40
1;1;502;12/03/2021;0;07/04/2021;0;;3;;;SGO - REQUISICAO N.: 202103023800091 RETORNO ALTERADO CHAMADO 202104023800121;;;;;;30
1;1;502;13/03/2025;0;18/03/2025;0;;14;;;|;;;;;;40
1;1;502;13/04/2021;0;17/04/2021;0;;14;;;SGO - REQUISICAO N.: 202104023800211;;;;;;40
1;1;502;15/05/2025;0;19/05/2025;0;;14;;;SGO - REQUISICAO N.: 202505023800192;;;;;;40
1;1;502;15/06/2025;0;25/06/2025;0;;14;;;SGO - REQUISICAO N.: 202506023800232;;;;;;40
1;1;503;14/06/2021;0;21/06/2021;0;;14;;;SGO - REQUISICAO N.: 202106023800137;;;;;;40
1;1;503;25/12/2020;0;05/01/2021;0;;14;;;MAYRA CURY SEGUNDA-FEIRA, 28 DE DEZEMBRO DE 2020 10:53;;;;;;40
1;1;504;04/05/2021;0;07/05/2021;0;;14;;;SGO - REQUISICAO N.: 202105023800061;;;;;;40
1;1;504;05/03/2022;0;12/03/2022;0;;14;;;SGO - REQUISICAO N.: 202203023800056;;;;;;40
1;1;504;16/01/2021;0;22/01/2021;0;;14;;;SGO - REQUISICAO N.: 202101023800213;;;;;;40
1;1;504;21/07/2021;0;31/07/2021;0;;14;;;SGO - REQUISICAO N.: 202107023800201;;;;;;40
1;1;505;14/02/2022;0;21/02/2022;0;;14;;;SGO - REQUISICAO N.: 202202023800300;;;;;;40
1;1;507;06/06/2023;0;13/06/2023;0;;14;;;SGO - REQUISICAO N.: 202306023800076;;;;;;40
1;1;507;17/08/2021;0;20/08/2021;0;;14;;;SGO - REQUISICAO N.: 202108023800124;;;;;;40
1;1;509;08/06/2021;0;22/06/2021;0;;14;;;SGO - REQUISICAO N.: 202106023800051;;;;;;40
1;1;513;14/06/2021;0;17/06/2021;0;;14;;;SGO - REQUISICAO N.: 202106023800123;;;;;;40
1;1;513;28/12/2021;0;02/01/2022;0;;14;;;;;;;;;40
1;1;514;04/04/2019;0;08/04/2019;0;;14;;;SGO - REQUISICAO N.: 201904023800104;;;;;;40
1;1;515;22/05/2024;0;25/05/2024;0;;14;;;TICKET  386879|;;;;;;40
1;1;515;27/05/2021;0;06/06/2021;0;;14;;;;;;;;;40
1;1;517;06/03/2023;0;09/03/2023;0;;14;;;SGO - REQUISICAO N.: 202303023800046;;;;;;40
1;1;519;27/09/2023;0;30/09/2023;0;;14;;;;;;;;;40
1;1;520;03/09/2024;0;17/09/2024;0;;14;;;SGO - REQUISICAO N.: 202409023800037;;;;;;40
1;1;524;09/09/2021;0;13/09/2021;0;;14;;;SGO - REQUISICAO N.: 202109023800131;;;;;;40
1;1;527;09/06/2022;0;12/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800132;;;;;;40
1;1;527;18/03/2024;0;21/03/2024;0;;14;;;SGO - REQUISICAO N.: 202403023800112;;;;;;40
1;1;527;18/06/2024;0;21/06/2024;0;;14;;;TICKET 396865|;;;;;;40
1;1;527;27/12/2021;0;31/12/2021;0;;14;;;;;;;;;40
1;1;533;03/04/2023;0;07/04/2023;0;;14;;;SGO - REQUISICAO N.: 202304023800054;;;;;;40
1;1;533;23/10/2023;0;27/10/2023;0;;14;;;TICKET : 284274;;;;;;40
1;1;533;27/10/2023;0;02/11/2023;0;;14;;;;;;;;;40
1;1;534;10/07/2023;0;24/07/2023;0;;14;;;;;;;;;40
1;1;534;12/04/2024;0;12/05/2024;0;;3;;;SGO - REQUISICAO N.: 202404023800070 / ALTERADO TICKET 364497|;;;;;;30
1;1;534;13/05/2024;0;12/06/2024;0;;3;;;|;;;;;;30
1;1;534;14/02/2024;0;21/02/2024;0;;14;;;SGO - REQUISICAO N.: 202402023800058;;;;;;40
1;1;534;16/08/2022;0;19/08/2022;0;;14;;;;;;;;;40
1;1;534;21/02/2024;0;27/02/2024;0;;14;;;|;;;;;;40
1;1;534;26/03/2024;0;29/03/2024;0;;14;;;TICKET - 357587|;;;;;;40
1;1;534;27/02/2024;0;08/03/2024;0;;14;;;|;;;;;;40
1;1;534;30/08/2023;0;02/09/2023;0;;14;;;;;;;;;40
1;1;534;31/03/2024;0;07/04/2024;0;;14;;;TICKET - 357587|;;;;;;40
1;1;540;21/10/2023;0;25/10/2023;0;;14;;;;;;;;;40
1;1;542;10/07/2023;0;15/07/2023;0;;14;;;SGO - REQUISICAO N.: 202307023800125;;;;;;40
1;1;542;30/08/2024;0;13/09/2024;0;;14;;;TICKET 433285|;;;;;;40
1;1;545;05/05/2025;0;10/05/2025;0;;14;;;SGO - REQUISICAO N.: 202505023800047;;;;;;40
1;1;550;03/04/2024;0;06/04/2024;0;;14;;;TICKET 359743|;;;;;;40
1;1;551;24/08/2025;0;29/08/2025;0;;14;;;TICKET_599732|;;;;;;40
2;1;5;08/01/2021;0;23/01/2021;0;;14;;;SGO - REQUISICAO N.: 202101023800091;;;;;;40
2;1;13;17/02/2025;0;23/02/2025;0;;14;;;|;;;;;;40
2;1;14;10/06/2024;0;17/06/2024;0;;14;;;SGO - REQUISICAO N.: 202406023800083;;;;;;40
2;1;14;30/07/2024;0;03/08/2024;0;;14;;;TÍCKET 419287|;;;;;;40
2;1;66;04/10/2021;0;12/10/2021;0;;14;;;;;;;;;40
2;1;94;02/07/2024;0;05/07/2024;0;;14;;;SGO - REQUISICAO N.: 202407023800050;;;;;;40
2;1;94;04/07/2023;0;08/07/2023;0;;14;;;SGO - REQUISICAO N.: 202307023800104;;;;;;40
2;1;94;07/06/2023;0;10/06/2023;0;;14;;;SGO - REQUISICAO N.: 202306023800052;;;;;;40
2;1;94;13/08/2024;0;16/08/2024;0;;14;;;SGO - REQUISICAO N.: 202408023800091;;;;;;40
2;1;94;16/07/2024;0;19/07/2024;0;;14;;;TICKET 409753|;;;;;;40
2;1;94;18/06/2024;0;21/06/2024;0;;14;;;TICKET 396939|;;;;;;40
2;1;94;24/06/2022;0;27/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800147;;;;;;40
2;1;94;27/08/2024;0;01/09/2024;0;;14;;;TÍCKET 430272|;;;;;;40
2;1;94;30/07/2024;0;02/08/2024;0;;14;;;TICKET 416004|;;;;;;40
2;1;168;10/12/2019;0;13/12/2019;0;;14;;;SGO - REQUISICAO N.: 201912023800116;;;;;;40
2;1;169;04/10/2019;0;11/10/2019;0;;14;;;SGO - REQUISICAO N.: 201910023800063;;;;;;40
2;1;169;26/12/2019;0;09/02/2020;0;;3;;;;;;;;;30
2;1;170;11/03/2019;0;18/03/2019;0;;14;;;SGO - REQUISICAO N.: 201903023800131;;;;;;40
2;1;170;18/03/2019;0;25/03/2019;0;;14;;;SGO - REQUISICAO N.: 201903023800132;;;;;;40
2;1;170;22/11/2019;0;02/12/2019;0;;14;;;SGO - REQUISICAO N.: 201912023800006;;;;;;40
2;1;170;27/09/2017;0;15/01/2018;0;;3;;;SGO - REQUISICAO N.: 201710023800026;;;;;;30
2;1;173;01/05/2013;0;23/09/2013;0;;3;;;;;;;;;30
2;1;189;03/06/2014;0;30/09/2014;0;;6;;;;;;;;;50
2;1;200;23/09/2015;0;26/10/2015;0;;3;;;;;;;;;30
2;1;305;13/03/2014;0;06/07/2014;0;;3;;;;;;;;;30
2;1;329;06/08/2014;0;03/12/2014;0;;6;;;;;;;;;50
2;1;341;18/10/2019;0;27/10/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800019;;;;;;40
2;1;341;27/10/2019;0;01/11/2019;0;;14;;;SGO - REQUISICAO N.: 201911023800020;;;;;;40
2;1;341;28/09/2021;0;03/10/2021;0;;14;;;SGO - REQUISICAO N.: 202109023800225;;;;;;40
2;1;341;28/10/2021;0;04/11/2021;0;;14;;;;;;;;;40
2;1;345;02/09/2013;0;30/01/2014;0;;3;;;;;;;;;30
2;1;368;28/02/2015;0;27/06/2015;0;;6;;;;;;;;;50
2;1;381;04/07/2014;0;10/11/2014;0;;3;;;;;;;;;30
2;1;406;16/10/2016;0;11/01/2017;0;;3;;;SGO - REQUISICAO N.: 201610023800126;;;;;;30
2;1;411;04/04/2016;0;30/06/2016;0;;4;;;;;;;;;10
2;1;414;03/07/2019;0;10/07/2019;0;;14;;;SGO - REQUISICAO N.: 201907023800118;;;;;;40
2;1;414;07/03/2025;0;12/03/2025;0;;14;;;SGO - REQUISICAO N.: 202503023800056;;;;;;40
2;1;414;09/04/2022;0;12/04/2022;0;;14;;;SGO - REQUISICAO N.: 202204023800055;;;;;;40
2;1;414;10/02/2023;0;18/02/2023;0;;14;;;SGO - REQUISICAO N.: 202302023800061;;;;;;40
2;1;414;22/06/2022;0;29/06/2022;0;;14;;;SGO - REQUISICAO N.: 202207023800117;;;;;;40
2;1;414;24/03/2024;0;29/03/2024;0;;14;;;TICKET 357788|;;;;;;40
2;1;419;02/12/2021;0;19/10/2022;0;;3;;;RETORNO CONFORME TICKET 181385 MAYRA CURY;;;;;;30
