NUMEMP;TIPCOL;NUMCAD;DATAFA;HORAFA;DATTER;HORTER;PRVTER;SITAFA;CAUDEM;DIAJUS;OBSAFA;CODDOE;NOMATE;ORGCLA;REGCON;ESTCON;MOTRAI
3;1;768;20/03/2024;0;24/03/2024;0;;14;;;TICKET 353200|;;;;;;40
3;1;774;21/03/2024;0;24/03/2024;0;;14;;;|;;;;;;40
3;1;774;31/05/2022;0;05/06/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800024;;;;;;40
3;1;786;11/03/2024;0;18/03/2024;0;;14;;;SGO - REQUISICAO N.: 202403023800100|;;;;;;40
3;1;799;03/06/2024;0;10/06/2024;0;;14;;;SGO - REQUISICAO N.: 202406023800025 E TÍCKET  398963|;;;;;;40
3;1;799;10/06/2024;0;08/10/2024;0;;6;;;TICKET  398963|;;;;;;50
3;1;802;06/11/2024;0;20/11/2024;0;;14;;;TICKET 467470|;;;;;;40
3;1;806;06/07/2023;0;20/07/2023;0;;14;;;SGO - REQUISICAO N.: 202307023800121;;;;;;40
3;1;806;27/06/2022;0;02/07/2022;0;;14;;;SGO - REQUISICAO N.: 202206023800155;;;;;;40
3;1;807;24/05/2025;0;07/06/2025;0;;14;;;TICEKT_564811|;;;;;;40
3;1;813;24/09/2024;0;08/10/2024;0;;14;;;TICKET  450027|;;;;;;40
3;1;815;08/05/2024;0;11/05/2024;0;;14;;;SGO - REQUISICAO N.: 202405023800110;;;;;;40
3;1;819;25/05/2025;0;01/06/2025;0;;14;;;TICKET 562150|;;;;;;40
3;1;820;01/05/2025;0;10/05/2025;0;;14;;;SGO - REQUISICAO N.: 202505023800059;;;;;;40
