NUMEMP;TIPCOL;NUMCAD;DATALT;SEQALT;CODMOT;VALSAL;TIPSAL;PERREA
2;1;142;19/07/2010;1;1;10.062,00;1;0
2;1;154;01/09/2010;1;1;1.734,00;1;0
2;1;162;01/05/2016;1;3;4.829,99;1;0
2;1;162;01/05/2017;1;3;5.023,19;1;0
2;1;162;01/05/2018;1;3;5.136,21;1;0
2;1;162;01/11/2013;1;20;3.996,60;1;0
2;1;162;01/11/2014;1;20;4.296,34;1;0
2;1;162;01/11/2015;1;3;4.468,19;1;0
2;1;162;04/10/2010;1;1;3.735,00;1;0
2;1;166;01/05/2016;1;3;4.176,43;1;0
2;1;166;01/11/2013;1;20;3.466,71;1;0
2;1;166;01/11/2014;1;20;3.726,71;1;0
2;1;166;01/11/2015;1;3;3.875,77;1;0
2;1;166;13/10/2010;1;1;3.239,00;1;0
2;1;167;13/10/2010;1;1;1.402,00;1;0
2;1;168;01/05/2016;1;3;7.435,40;1;0
2;1;168;01/05/2017;1;3;7.732,82;1;0
2;1;168;01/05/2018;1;3;7.906,81;1;0
2;1;168;01/05/2019;1;27;8.183,55;1;0
2;1;168;01/06/2013;1;20;5.753,00;1;0
2;1;168;01/11/2013;1;20;6.155,71;1;0
2;1;168;01/11/2014;1;20;6.617,38;1;0
2;1;168;01/11/2015;1;3;6.882,07;1;0
2;1;168;06/04/2020;1;28;6.137,66;1;0
2;1;168;13/10/2010;1;1;5.229,00;1;0
2;1;169;01/05/2016;1;3;7.187,55;1;0
2;1;169;01/05/2017;1;3;7.475,05;1;0
2;1;169;01/05/2018;1;3;7.643,24;1;0
2;1;169;01/05/2019;1;27;7.910,75;1;0
2;1;169;01/05/2021;1;3;8.445,52;1;0
2;1;169;01/05/2022;1;3;8.867,80;1;0
2;1;169;01/05/2023;1;3;9.266,85;1;0
2;1;169;01/05/2024;1;3;9.608,80;1;0
2;1;169;01/06/2020;1;3;7.910,75;1;0
2;1;169;01/11/2013;1;20;5.952,02;1;0
2;1;169;01/11/2014;1;20;6.398,42;1;0
2;1;169;01/11/2015;1;3;6.654,35;1;0
2;1;169;06/04/2020;1;28;5.933,06;1;0
2;1;169;13/10/2010;1;1;5.562,00;1;0
2;1;170;01/05/2016;1;3;3.880,92;1;0
2;1;170;01/05/2017;1;3;4.036,16;1;0
2;1;170;01/05/2018;1;3;4.126,97;1;0
2;1;170;01/11/2013;1;20;3.213,31;1;0
2;1;170;01/11/2014;1;20;3.454,30;1;0
2;1;170;01/11/2015;1;3;3.592,47;1;0
2;1;170;18/10/2010;1;1;3.003,00;1;0
2;1;173;01/11/2013;1;20;5.001,09;1;0
2;1;173;17/11/2010;1;1;4.673,00;1;0
2;1;177;13/12/2010;1;1;5.466,00;1;0
2;1;181;01/06/2013;1;4;2.084,50;1;0
2;1;181;01/11/2013;1;20;2.676,49;1;0
2;1;181;17/12/2010;1;1;1.894,70;1;0
2;1;189;01/06/2013;1;20;2.870,70;1;0
2;1;189;01/11/2013;1;20;3.071,64;1;0
2;1;189;10/01/2011;1;1;2.734,00;1;0
2;1;190;01/06/2013;1;20;1.712,70;1;0
2;1;190;10/01/2011;1;1;1.556,00;1;0
2;1;200;01/11/2013;1;20;5.626,23;1;0
2;1;200;01/11/2014;1;20;6.048,19;1;0
2;1;200;21/02/2011;1;1;5.258,00;1;0
2;1;203;01/03/2011;1;1;3.277,00;1;0
2;1;206;01/11/2013;1;20;6.951,70;1;0
2;1;206;01/11/2014;1;20;7.473,07;1;0
2;1;206;01/11/2015;1;3;7.771,99;1;0
2;1;206;23/03/2011;1;1;6.496,00;1;0
2;1;208;01/01/2015;1;20;2.500,00;1;0
2;1;208;01/05/2016;1;3;3.373,13;1;0
2;1;208;01/05/2017;1;4;2.810,94;1;0
2;1;208;01/06/2013;1;20;1.670,92;1;0
2;1;208;01/11/2013;1;20;1.787,88;1;0
2;1;208;01/11/2014;1;4;1.921,97;1;0
2;1;208;01/11/2015;1;3;2.600,00;1;0
2;1;208;01/11/2017;1;3;3.485,57;1;0
2;1;208;04/04/2011;1;1;1.519,00;1;0
2;1;209;01/06/2013;1;5;4.538,51;1;0
2;1;209;01/10/2013;1;20;4.538,71;1;0
2;1;209;04/04/2011;1;1;3.751,00;1;0
2;1;217;11/04/2011;1;1;3.644,00;1;0
2;1;218;01/06/2013;1;20;1.282,98;1;0
2;1;218;02/05/2011;1;1;1.166,00;1;0
2;1;225;01/06/2013;1;20;1.534,06;1;0
2;1;225;09/05/2011;1;1;1.393,00;1;0
2;1;231;01/06/2013;1;20;5.788,80;1;0
2;1;231;23/05/2011;1;1;4.824,00;1;0
2;1;234;01/01/2015;1;20;3.211,69;1;0
2;1;234;01/05/2016;1;3;3.608,89;1;0
2;1;234;01/05/2017;1;3;3.753,25;1;0
2;1;234;01/05/2018;1;3;3.837,70;1;0
2;1;234;01/06/2013;1;20;1.922,80;1;0
2;1;234;01/11/2013;1;20;2.057,39;1;0
2;1;234;01/11/2014;1;5;2.211,69;1;0
2;1;234;01/11/2015;1;3;3.340,15;1;0
2;1;234;06/06/2011;1;1;1.748,00;1;0
2;1;237;01/06/2013;1;20;4.400,80;1;0
2;1;237;06/06/2011;1;1;3.739,00;1;0
2;1;239;04/07/2011;1;1;3.855,00;1;0
2;1;255;01/06/2013;1;20;3.505,44;1;0
2;1;255;01/09/2011;1;1;2.921,00;1;0
2;1;261;01/01/2015;1;20;7.720,21;1;0
2;1;261;01/05/2016;1;3;8.674,64;1;0
2;1;261;01/09/2011;1;1;5.842,00;1;0
2;1;261;01/11/2013;1;20;6.251,36;1;0
2;1;261;01/11/2014;1;5;6.720,21;1;0
2;1;261;01/11/2015;1;3;8.029,01;1;0
2;1;262;01/06/2013;1;20;2.701,20;1;0
2;1;262;03/10/2011;1;1;2.251,00;1;0
2;1;266;01/05/2016;1;3;4.322,21;1;0
2;1;266;01/05/2017;1;3;4.495,10;1;0
2;1;266;01/05/2018;1;3;4.596,24;1;0
2;1;266;01/06/2013;1;20;3.341,80;1;0
2;1;266;01/11/2013;1;20;3.575,72;1;0
2;1;266;01/11/2014;1;20;3.843,89;1;0
2;1;266;01/11/2015;1;3;3.997,64;1;0
2;1;266;17/10/2011;1;1;3.038,00;1;0
2;1;267;17/10/2011;1;1;4.673,00;1;0
2;1;269;01/06/2013;1;20;1.222,10;1;0
2;1;269;03/10/2011;1;1;1.111,00;1;0
2;1;274;16/11/2011;1;1;8.576,00;1;0
2;1;277;01/11/2013;1;1;11.332,16;1;0
2;1;277;05/12/2011;1;1;10.652,00;1;0
2;1;280;01/11/2013;1;20;5.735,20;1;0
2;1;280;01/11/2014;1;5;6.165,34;1;0
2;1;280;19/12/2011;1;1;5.360,00;1;0
2;1;283;16/01/2012;1;1;833,00;1;0
2;1;286;01/02/2012;1;1;1.286,00;1;0
2;1;300;01/06/2013;1;20;2.197,14;1;0
2;1;300;07/05/2012;1;1;1.815,00;1;0
2;1;301;07/05/2012;1;1;5.274,00;1;0
2;1;303;01/01/2014;1;5;5.405,60;1;0
2;1;303;01/06/2013;1;20;4.592,70;1;0
2;1;303;01/11/2013;1;5;4.914,18;1;0
2;1;303;21/05/2012;1;1;3.644,00;1;0
2;1;305;01/06/2013;1;20;1.166,55;1;0
2;1;305;04/06/2012;1;1;1.111,00;1;0
2;1;313;01/06/2013;1;20;2.701,20;1;0
2;1;313;01/11/2013;1;5;2.890,28;1;0
2;1;313;02/07/2012;1;1;2.251,00;1;0
2;1;317;01/06/2013;1;20;1.333,20;1;0
2;1;317;01/08/2012;1;1;1.111,00;1;0
2;1;317;01/11/2013;1;5;1.426,52;1;0
2;1;318;01/06/2013;1;20;1.542,20;1;0
2;1;318;01/06/2014;1;20;1.980,18;1;0
2;1;318;01/08/2012;1;1;1.402,00;1;0
2;1;318;01/11/2013;1;5;1.650,15;1;0
2;1;319;27/08/2012;1;1;12.652,00;1;0
2;1;321;01/06/2013;1;20;1.222,10;1;0
2;1;321;03/09/2012;1;1;1.111,00;1;0
2;1;322;11/09/2012;1;1;3.644,00;1;0
2;1;323;11/09/2012;1;1;3.644,00;1;0
2;1;329;01/11/2013;1;20;7.490,00;1;0
2;1;329;06/12/2012;1;1;7.000,00;1;0
2;1;330;10/12/2012;1;1;2.000,00;1;0
2;1;331;04/12/2012;1;1;3.600,00;1;0
2;1;333;07/01/2013;1;1;2.500,00;1;0
2;1;335;14/01/2013;1;1;4.500,00;1;0
2;1;338;01/06/2014;1;20;3.370,50;1;0
2;1;338;01/11/2013;1;1;3.210,00;1;0
2;1;338;01/11/2014;1;20;3.623,28;1;0
2;1;338;04/02/2013;1;1;3.000,00;1;0
2;1;339;04/02/2013;1;1;1.200,00;1;0
2;1;340;05/02/2013;1;1;1.111,00;1;0
2;1;341;01/03/2025;1;3;12.980,15;1;0
2;1;341;01/05/2016;1;3;6.730,00;1;0
2;1;341;01/05/2017;1;4;5.609,55;1;0
2;1;341;01/05/2018;1;4;7.110,85;1;0
2;1;341;01/05/2019;1;27;8.831,68;1;0
2;1;341;01/05/2021;1;3;10.371,57;1;0
2;1;341;01/05/2022;1;3;10.890,15;1;0
2;1;341;01/05/2023;1;3;11.380,21;1;0
2;1;341;01/05/2024;1;4;11.800,14;1;0
2;1;341;01/06/2020;1;27;8.831,68;1;0
2;1;341;01/07/2017;1;3;6.954,38;1;0
2;1;341;01/08/2020;1;28;6.623,76;1;0
2;1;341;01/10/2020;1;1;8.831,68;1;0
2;1;341;01/11/2013;1;20;4.280,00;1;0
2;1;341;01/11/2014;1;20;4.601,00;1;0
2;1;341;01/11/2015;1;3;4.785,04;1;0
2;1;341;01/11/2018;1;3;8.533,02;1;0
2;1;341;06/04/2020;1;28;6.623,76;1;0
2;1;341;14/02/2013;1;1;4.000,00;1;0
2;1;342;18/02/2013;1;1;1.700,00;1;0
2;1;343;01/11/2013;1;4;1.819,00;1;0
2;1;343;04/03/2013;1;1;1.700,00;1;0
2;1;345;04/03/2013;1;1;2.918,00;1;0
2;1;348;01/11/2013;1;5;2.033,00;1;0
2;1;348;11/03/2013;1;1;1.900,00;1;0
2;1;349;13/03/2013;1;1;3.000,00;1;0
2;1;350;01/04/2013;1;1;5.000,00;1;0
2;1;350;01/11/2013;1;20;5.350,00;1;0
2;1;350;01/11/2014;1;20;5.751,25;1;0
2;1;351;01/01/2015;1;20;6.500,00;1;0
2;1;351;01/04/2013;1;1;5.000,00;1;0
2;1;351;01/11/2013;1;20;5.350,00;1;0
2;1;351;01/11/2014;1;4;5.751,25;1;0
2;1;351;01/11/2015;1;3;6.760,00;1;0
2;1;353;01/04/2013;1;1;8.000,00;1;0
2;1;353;01/11/2013;1;20;8.560,00;1;0
2;1;354;08/04/2013;1;1;2.000,00;1;0
2;1;355;08/04/2013;1;1;2.100,00;1;0
2;1;356;01/06/2014;1;20;2.134,65;1;0
2;1;356;01/11/2013;1;1;2.033,00;1;0
2;1;356;10/04/2013;1;1;1.900,00;1;0
2;1;357;01/11/2013;1;20;4.280,00;1;0
2;1;357;01/11/2014;1;20;4.601,00;1;0
2;1;357;01/11/2015;1;3;4.785,04;1;0
2;1;357;15/04/2013;1;1;4.000,00;1;0
2;1;359;01/11/2013;1;20;6.163,20;1;0
2;1;359;01/11/2014;1;20;6.625,44;1;0
2;1;359;01/11/2015;1;3;6.890,45;1;0
2;1;359;15/04/2013;1;1;5.760,00;1;0
2;1;360;01/11/2013;1;20;3.210,00;1;0
2;1;360;06/05/2013;1;1;3.000,00;1;0
2;1;361;16/05/2013;1;1;4.190,00;1;0
2;1;363;18/06/2013;1;1;3.200,00;1;0
2;1;364;19/06/2013;1;1;3.500,00;1;0
2;1;365;10/07/2013;1;1;5.040,00;1;0
2;1;366;01/03/2014;1;20;4.282,14;1;0
2;1;366;01/08/2013;1;1;2.900,00;1;0
2;1;366;01/11/2013;1;4;3.103,00;1;0
2;1;367;01/08/2013;1;1;4.500,00;1;0
2;1;368;01/08/2013;1;1;3.900,00;1;0
2;1;368;01/11/2013;1;20;4.173,00;1;0
2;1;369;18/09/2013;1;1;2.180,00;1;0
2;1;370;11/09/2013;1;1;3.700,00;1;0
2;1;371;10/10/2013;1;1;2.180,00;1;0
2;1;376;01/05/2016;1;3;2.051,44;1;0
2;1;376;01/05/2017;1;4;2.133,50;1;0
2;1;376;01/05/2018;1;3;2.726,88;1;0
2;1;376;01/05/2019;1;27;3.386,79;1;0
2;1;376;01/06/2020;1;4;3.386,79;1;0
2;1;376;01/09/2014;1;20;1.500,00;1;0
2;1;376;01/11/2014;1;20;1.612,50;1;0
2;1;376;01/11/2015;1;3;1.677,00;1;0
2;1;376;02/12/2013;1;1;1.360,00;1;0
2;1;376;06/04/2020;1;28;2.540,09;1;0
2;1;381;01/05/2016;1;3;7.018,29;1;0
2;1;381;01/05/2017;1;3;7.299,02;1;0
2;1;381;01/05/2018;1;3;7.463,25;1;0
2;1;381;01/11/2014;1;20;6.245,59;1;0
2;1;381;01/11/2015;1;3;6.495,41;1;0
2;1;381;03/02/2014;1;1;5.809,86;1;0
2;1;382;11/02/2014;1;1;4.538,00;1;0
2;1;389;16/06/2014;1;1;5.138,00;1;0
2;1;390;01/05/2016;1;3;2.659,82;1;0
2;1;390;01/05/2017;1;3;2.766,21;1;0
2;1;390;01/05/2018;1;3;2.828,45;1;0
2;1;390;01/05/2019;1;27;2.927,45;1;0
2;1;390;01/08/2014;1;1;2.200,00;1;0
2;1;390;01/11/2014;1;20;2.365,00;1;0
2;1;390;01/11/2015;1;3;2.459,60;1;0
2;1;390;06/04/2020;1;28;2.195,59;1;0
2;1;391;01/05/2016;1;3;2.659,82;1;0
2;1;391;01/05/2017;1;3;2.766,21;1;0
2;1;391;01/05/2018;1;3;2.828,45;1;0
2;1;391;01/05/2019;1;27;2.927,45;1;0
2;1;391;01/05/2021;1;3;3.125,35;1;0
2;1;391;01/05/2022;1;1;3.515,08;1;0
2;1;391;01/05/2023;1;3;4.180,17;1;0
2;1;391;01/05/2024;1;3;4.334,42;1;0
2;1;391;01/06/2020;1;27;2.927,45;1;0
2;1;391;01/08/2014;1;1;2.200,00;1;0
2;1;391;01/09/2020;1;28;2.195,59;1;0
2;1;391;01/11/2014;1;20;2.365,00;1;0
2;1;391;01/11/2015;1;3;2.459,60;1;0
2;1;391;01/11/2020;1;3;2.927,45;1;0
2;1;391;01/11/2022;1;3;4.000,16;1;0
2;1;391;06/04/2020;1;28;2.195,59;1;0
2;1;392;04/08/2014;1;1;4.211,00;1;0
2;1;393;01/10/2015;1;20;2.500,45;1;0
2;1;393;01/11/2014;1;4;2.150,00;1;0
2;1;393;18/08/2014;1;1;2.000,00;1;0
2;1;394;01/11/2014;1;20;1.280,40;1;0
2;1;394;01/11/2015;1;3;1.370,60;1;0
2;1;394;15/10/2014;1;1;1.190,20;1;0
2;1;395;01/11/2014;1;20;2.418,75;1;0
2;1;395;01/11/2015;1;3;2.515,50;1;0
2;1;395;20/10/2014;1;1;2.250,00;1;0
2;1;396;01/05/2016;1;3;2.617,50;1;0
2;1;396;01/05/2017;1;3;2.722,20;1;0
2;1;396;01/05/2018;1;4;2.783,45;1;0
2;1;396;01/05/2019;1;1;3.370,62;1;0
2;1;396;01/09/2018;1;3;3.256,64;1;0
2;1;396;01/11/2015;1;3;2.421,12;1;0
2;1;396;02/02/2015;1;1;2.328,00;1;0
2;1;397;01/11/2015;1;3;4.680,00;1;0
2;1;397;02/03/2015;1;1;4.500,00;1;0
2;1;399;01/05/2016;1;3;2.810,94;1;0
2;1;399;01/05/2017;1;3;2.923,38;1;0
2;1;399;01/05/2018;1;3;2.989,16;1;0
2;1;399;01/11/2015;1;3;2.600,00;1;0
2;1;399;12/03/2015;1;1;2.500,00;1;0
2;1;400;01/06/2015;1;1;2.500,00;1;0
2;1;401;01/05/2016;1;3;4.026,00;1;0
2;1;401;01/05/2017;1;4;3.355,00;1;0
2;1;401;01/11/2015;1;3;3.120,00;1;0
2;1;401;08/06/2015;1;1;3.000,00;1;0
2;1;403;01/05/2016;1;1;4.672,84;1;0
2;1;403;01/11/2015;1;3;4.472,00;1;0
2;1;403;06/08/2015;1;1;4.300,00;1;0
2;1;404;01/05/2016;1;3;7.387,04;1;0
2;1;404;01/05/2017;1;3;7.682,52;1;0
2;1;404;01/05/2018;1;3;7.855,38;1;0
2;1;404;01/05/2019;1;27;8.130,32;1;0
2;1;404;01/05/2021;1;3;8.679,93;1;0
2;1;404;01/06/2020;1;28;6.097,74;1;0
2;1;404;01/07/2020;1;27;8.130,32;1;0
2;1;404;01/08/2020;1;28;6.097,74;1;0
2;1;404;01/09/2015;1;1;6.700,00;1;0
2;1;404;01/09/2020;1;27;8.130,32;1;0
2;1;404;01/10/2020;1;28;6.097,74;1;0
2;1;404;01/11/2015;1;3;6.968,00;1;0
2;1;404;01/11/2020;1;3;8.130,32;1;0
2;1;405;01/05/2016;1;3;12.343,98;1;0
2;1;405;01/05/2017;1;3;12.837,74;1;0
2;1;405;01/09/2015;1;1;11.200,00;1;0
2;1;405;01/11/2015;1;3;11.648,00;1;0
2;1;406;01/05/2016;1;3;8.928,53;1;0
2;1;406;01/09/2015;1;1;8.100,00;1;0
2;1;406;01/11/2015;1;3;8.424,00;1;0
2;1;408;01/09/2015;1;1;8.500,00;1;0
2;1;409;01/05/2016;1;3;9.369,82;1;0
2;1;409;01/05/2017;1;3;9.744,61;1;0
2;1;409;01/05/2018;1;3;9.963,86;1;0
2;1;409;01/05/2019;1;3;10.312,60;1;0
2;1;409;01/05/2021;1;3;11.009,73;1;0
2;1;409;01/09/2015;1;1;8.500,00;1;0
2;1;409;01/11/2015;1;3;8.840,00;1;0
2;1;410;01/05/2016;1;3;6.945,75;1;0
2;1;410;01/05/2017;1;4;7.223,58;1;0
2;1;410;01/05/2018;1;3;8.494,03;1;0
2;1;410;01/05/2019;1;27;8.791,32;1;0
2;1;410;01/05/2021;1;3;9.385,61;1;0
2;1;410;01/07/2020;1;27;8.791,32;1;0
2;1;410;01/08/2020;1;28;6.593,49;1;0
2;1;410;01/09/2015;1;1;6.300,00;1;0
2;1;410;01/09/2020;1;27;8.791,32;1;0
2;1;410;01/10/2020;1;28;6.593,49;1;0
2;1;410;01/11/2015;1;3;6.552,00;1;0
2;1;410;01/11/2020;1;3;8.791,32;1;0
2;1;410;11/06/2020;1;28;6.593,49;1;0
2;1;411;01/05/2016;1;3;7.169,42;1;0
2;1;411;01/05/2017;1;3;7.456,20;1;0
2;1;411;01/05/2018;1;3;7.623,96;1;0
2;1;411;01/05/2019;1;27;7.890,80;1;0
2;1;411;01/05/2021;1;3;8.424,22;1;0
2;1;411;01/06/2020;1;28;5.918,10;1;0
2;1;411;01/07/2020;1;27;7.890,80;1;0
2;1;411;01/08/2020;1;28;5.918,10;1;0
2;1;411;01/09/2015;1;1;6.500,00;1;0
2;1;411;01/09/2020;1;27;7.890,80;1;0
2;1;411;01/10/2020;1;28;5.918,10;1;0
2;1;411;01/11/2015;1;3;6.760,00;1;0
2;1;411;01/11/2020;1;3;7.890,80;1;0
2;1;412;01/05/2016;1;3;9.974,32;1;0
2;1;412;01/05/2017;1;3;10.373,29;1;0
2;1;412;01/05/2018;1;3;10.606,69;1;0
2;1;412;01/05/2019;1;27;10.977,92;1;0
2;1;412;01/05/2021;1;3;11.720,03;1;0
2;1;412;01/06/2020;1;28;8.233,44;1;0
2;1;412;01/07/2020;1;27;10.977,92;1;0
2;1;412;01/08/2020;1;28;8.233,44;1;0
2;1;412;01/09/2015;1;1;9.050,00;1;0
2;1;412;01/09/2020;1;27;10.977,92;1;0
2;1;412;01/10/2020;1;28;8.233,44;1;0
2;1;412;01/11/2015;1;3;9.412,00;1;0
2;1;412;01/11/2020;1;3;10.977,92;1;0
2;1;413;01/05/2016;1;3;5.283,37;1;0
2;1;413;01/05/2017;1;3;5.494,70;1;0
2;1;413;01/05/2018;1;4;5.618,33;1;0
2;1;413;01/05/2019;1;27;6.396,47;1;0
2;1;413;01/06/2018;1;3;6.180,16;1;0
2;1;413;01/11/2015;1;3;4.888,00;1;0
2;1;413;06/04/2020;1;28;4.797,35;1;0
2;1;413;10/11/2014;1;1;4.700,00;1;0
2;1;414;01/05/2016;1;3;6.728,13;1;0
2;1;414;01/05/2017;1;3;6.997,26;1;0
2;1;414;01/05/2018;1;3;7.154,70;1;0
2;1;414;01/05/2019;1;27;8.145,63;1;0
2;1;414;01/05/2021;1;3;8.696,27;1;0
2;1;414;01/05/2022;1;3;9.131,08;1;0
2;1;414;01/05/2023;1;3;9.541,98;1;0
2;1;414;01/05/2024;1;3;9.894,08;1;0
2;1;414;01/06/2020;1;3;8.145,63;1;0
2;1;414;01/07/2015;1;1;6.045,00;1;0
2;1;414;01/11/2015;1;3;6.286,80;1;0
2;1;414;06/04/2020;1;28;6.109,22;1;0
2;1;415;01/05/2016;1;3;11.068,47;1;0
2;1;415;01/05/2017;1;3;11.511,21;1;0
2;1;415;01/07/2015;1;1;9.945,00;1;0
2;1;415;01/11/2015;1;3;10.342,80;1;0
2;1;416;01/05/2016;1;3;1.831,65;1;0
2;1;416;01/11/2015;1;3;1.716,00;1;0
2;1;416;03/08/2015;1;1;1.650,00;1;0
2;1;417;01/05/2016;1;3;7.568,39;1;0
2;1;417;01/05/2017;1;3;7.871,13;1;0
2;1;417;01/05/2018;1;3;8.048,23;1;0
2;1;417;01/07/2015;1;1;6.800,00;1;0
2;1;417;01/11/2015;1;3;7.072,00;1;0
2;1;418;01/05/2016;1;3;5.609,80;1;0
2;1;418;01/07/2015;1;1;5.038,00;1;0
2;1;418;01/11/2015;1;3;5.239,52;1;0
2;1;419;01/05/2016;1;3;3.530,30;1;0
2;1;419;01/05/2017;1;3;3.671,51;1;0
2;1;419;01/05/2018;1;3;3.754,12;1;0
2;1;419;01/05/2019;1;3;3.885,51;1;0
2;1;419;01/05/2021;1;3;4.148,17;1;0
2;1;419;01/05/2022;1;3;4.665,45;1;0
2;1;419;01/05/2023;1;3;4.875,39;1;0
2;1;419;01/07/2009;1;20;2.921,15;1;0
2;1;419;01/11/2015;1;3;3.265,83;1;0
2;1;419;15/10/2007;1;1;3.918,00;1;0
2;1;420;01/03/2007;1;1;3.754,00;1;0
2;1;420;01/05/2016;1;3;4.854,17;1;0
2;1;420;01/05/2017;1;3;5.048,34;1;0
2;1;420;01/05/2018;1;3;5.161,93;1;0
2;1;420;01/05/2019;1;4;5.342,60;1;0
2;1;420;01/05/2021;1;3;5.988,95;1;0
2;1;420;01/05/2022;1;3;6.288,40;1;0
2;1;420;01/05/2023;1;3;6.571,38;1;0
2;1;420;01/05/2024;1;3;6.813,86;1;0
2;1;420;01/06/2020;1;3;5.609,73;1;0
2;1;420;01/08/2019;1;27;5.609,73;1;0
2;1;420;01/11/2013;1;20;4.017,65;1;0
2;1;420;01/11/2014;1;20;4.318,97;1;0
2;1;420;01/11/2015;1;3;4.491,72;1;0
2;1;420;06/04/2020;1;28;4.207,30;1;0
2;1;421;01/05/2016;1;3;3.282,46;1;0
2;1;421;01/05/2017;1;3;3.413,76;1;0
2;1;421;01/05/2018;1;3;3.490,57;1;0
2;1;421;01/05/2019;1;27;3.612,74;1;0
2;1;421;01/05/2021;1;3;3.856,96;1;0
2;1;421;01/05/2022;1;3;4.337,92;1;0
2;1;421;01/05/2023;1;3;4.533,13;1;0
2;1;421;01/05/2024;1;3;4.700,40;1;0
2;1;421;01/06/2013;1;20;2.539,08;1;0
2;1;421;01/06/2020;1;3;3.612,74;1;0
2;1;421;01/09/2004;1;1;2.351,00;1;0
2;1;421;01/11/2013;1;20;2.716,81;1;0
2;1;421;01/11/2014;1;20;2.920,57;1;0
2;1;421;01/11/2015;1;3;3.037,39;1;0
2;1;421;06/04/2020;1;28;2.709,56;1;0
2;1;422;01/05/2016;1;3;3.717,70;1;0
2;1;422;01/05/2017;1;3;3.866,41;1;0
2;1;422;01/05/2018;1;3;3.953,40;1;0
2;1;422;01/10/2007;1;1;2.873,00;1;0
2;1;422;01/11/2013;1;20;3.075,14;1;0
2;1;422;01/11/2014;1;20;3.305,77;1;0
2;1;422;01/11/2015;1;3;3.438,00;1;0
2;1;423;10/09/2015;1;1;1.300,00;1;0
2;1;424;01/05/2016;1;3;4.926,71;1;0
2;1;424;01/05/2017;1;3;5.123,78;1;0
2;1;424;01/05/2018;1;3;5.239,07;1;0
2;1;424;01/05/2019;1;27;5.422,44;1;0
2;1;424;01/05/2021;1;3;5.789,00;1;0
2;1;424;01/05/2022;1;3;6.078,45;1;0
2;1;424;01/05/2023;1;1;6.351,98;1;0
2;1;424;01/06/2020;1;27;5.422,44;1;0
2;1;424;01/09/2020;1;28;4.066,83;1;0
2;1;424;01/09/2023;1;3;6.987,18;1;0
2;1;424;01/10/2020;1;3;5.422,44;1;0
2;1;424;01/11/2015;1;3;4.560,40;1;0
2;1;424;06/04/2020;1;28;4.066,83;1;0
2;1;424;08/12/2014;1;1;4.385,00;1;0
2;1;425;01/05/2016;1;3;4.829,99;1;0
2;1;425;01/05/2017;1;3;5.023,19;1;0
2;1;425;01/05/2018;1;3;5.136,21;1;0
2;1;425;01/05/2019;1;1;5.315,98;1;0
2;1;425;01/11/2014;1;20;4.300,00;1;0
2;1;425;01/11/2015;1;3;4.472,00;1;0
2;1;425;18/08/2014;1;1;4.000,00;1;0
2;1;426;01/05/2016;1;1;5.609,79;1;0
2;1;426;01/07/2015;1;1;5.038,00;1;0
2;1;426;01/11/2015;1;3;5.239,52;1;0
2;1;427;01/07/2015;1;1;4.398,00;1;0
2;1;427;01/11/2015;1;3;4.573,92;1;0
2;1;428;01/05/2016;1;3;9.230,78;1;0
2;1;428;01/05/2017;1;3;9.600,01;1;0
2;1;428;01/05/2018;1;3;9.816,01;1;0
2;1;428;01/07/2015;1;1;8.295,00;1;0
2;1;428;01/11/2015;1;3;8.626,80;1;0
2;1;429;01/05/2016;1;3;4.926,71;1;0
2;1;429;01/05/2017;1;3;5.123,78;1;0
2;1;429;01/05/2018;1;3;5.239,07;1;0
2;1;429;01/05/2019;1;27;5.422,44;1;0
2;1;429;01/05/2021;1;3;5.789,00;1;0
2;1;429;01/05/2022;1;3;6.078,45;1;0
2;1;429;01/05/2023;1;3;6.351,98;1;0
2;1;429;01/05/2024;1;3;6.586,37;1;0
2;1;429;01/06/2020;1;3;5.422,44;1;0
2;1;429;01/11/2015;1;3;4.560,40;1;0
2;1;429;06/04/2020;1;28;4.066,83;1;0
2;1;429;15/12/2014;1;1;4.385,00;1;0
2;1;430;01/05/2016;1;1;6.712,76;1;0
2;1;430;01/08/2015;1;20;6.091,25;1;0
2;1;430;01/09/2016;1;1;7.048,40;1;0
2;1;430;01/10/2014;1;20;4.927,20;1;0
2;1;430;01/11/2014;1;4;5.296,74;1;0
2;1;430;01/11/2015;1;20;6.334,90;1;0
2;1;430;06/11/2013;1;1;4.106,00;1;0
2;1;431;01/05/2016;1;3;4.926,71;1;0
2;1;431;01/05/2017;1;3;5.123,78;1;0
2;1;431;01/05/2018;1;3;5.239,07;1;0
2;1;431;01/05/2019;1;27;5.964,68;1;0
2;1;431;01/05/2021;1;1;6.367,89;1;0
2;1;431;01/05/2022;1;3;7.020,59;1;0
2;1;431;01/06/2020;1;27;5.964,68;1;0
2;1;431;01/09/2020;1;28;4.473,51;1;0
2;1;431;01/10/2020;1;3;5.964,68;1;0
2;1;431;01/11/2015;1;3;4.560,40;1;0
2;1;431;01/11/2021;1;3;6.686,28;1;0
2;1;431;05/12/2014;1;1;4.385,00;1;0
2;1;431;06/04/2020;1;28;4.473,51;1;0
2;1;432;01/03/2020;1;27;3.090,72;1;0
2;1;432;01/05/2016;1;3;2.048,02;1;0
2;1;432;01/05/2017;1;4;1.706,68;1;0
2;1;432;01/05/2018;1;3;2.163,91;1;0
