NUMEMP;TIPCOL;NUMCAD;DATALT;SEQALT;CODMOT;VALSAL;TIPSAL;PERREA
2;1;730;01/07/2020;1;27;5.130,00;1;0
2;1;730;01/08/2020;1;28;3.847,50;1;0
2;1;730;01/09/2020;1;27;5.130,00;1;0
2;1;730;01/10/2019;1;1;5.130,00;1;0
2;1;730;01/10/2020;1;28;3.847,50;1;0
2;1;730;05/06/2020;1;28;3.847,50;1;0
2;1;732;01/05/2021;1;3;6.939,40;1;0
2;1;732;01/05/2022;1;4;7.286,37;1;0
2;1;732;01/05/2023;1;3;9.517,86;1;0
2;1;732;01/05/2024;1;3;9.869,07;1;0
2;1;732;01/06/2020;1;3;6.500,00;1;0
2;1;732;01/11/2022;1;3;9.108,00;1;0
2;1;732;06/04/2020;1;28;4.875,00;1;0
2;1;732;07/10/2019;1;1;6.500,00;1;0
2;1;733;01/02/2021;1;3;3.000,00;1;0
2;1;733;01/04/2022;1;3;4.014,00;1;0
2;1;733;01/05/2021;1;4;3.202,80;1;0
2;1;733;01/05/2022;1;3;4.514,55;1;0
2;1;733;01/05/2023;1;3;4.717,70;1;0
2;1;733;01/05/2024;1;4;4.891,78;1;0
2;1;733;01/06/2020;1;1;2.000,00;1;0
2;1;733;01/11/2024;1;3;6.359,31;1;0
2;1;733;06/04/2020;1;28;1.500,00;1;0
2;1;733;07/10/2019;1;1;2.000,00;1;0
2;1;735;21/10/2019;1;1;4.500,00;1;0
2;1;741;05/12/2019;1;1;5.000,00;1;0
2;1;742;01/05/2021;1;1;4.056,88;1;0
2;1;742;01/06/2020;1;3;3.800,00;1;0
2;1;742;01/08/2021;1;3;4.462,57;1;0
2;1;742;06/04/2020;1;28;2.850,00;1;0
2;1;742;13/01/2020;1;1;3.800,00;1;0
2;1;744;01/05/2021;1;3;5.871,80;1;0
2;1;744;01/05/2022;1;3;6.165,39;1;0
2;1;744;01/05/2023;1;3;6.442,83;1;0
2;1;744;01/06/2020;1;3;5.500,00;1;0
2;1;744;06/04/2020;1;28;4.125,00;1;0
2;1;744;19/02/2020;1;1;5.500,00;1;0
2;1;745;01/03/2016;1;3;8.822,13;1;0
2;1;745;01/03/2017;1;3;9.578,24;1;0
2;1;745;01/11/2013;1;20;7.438,42;1;0
2;1;745;01/11/2014;1;20;7.996,30;1;0
2;1;745;01/11/2015;1;20;8.556,04;1;0
2;1;745;01/11/2016;1;3;9.263,24;1;0
2;1;745;01/11/2017;1;3;9.745,95;1;0
2;1;745;01/11/2018;1;3;10.127,20;1;0
2;1;745;05/03/2012;1;1;6.951,00;1;0
2;1;746;01/03/2016;1;3;5.006,09;1;0
2;1;746;01/03/2017;1;3;5.431,43;1;0
2;1;746;01/11/2013;1;20;4.220,92;1;0
2;1;746;01/11/2014;1;20;4.537,48;1;0
2;1;746;01/11/2015;1;20;4.855,10;1;0
2;1;746;01/11/2016;1;3;5.256,39;1;0
2;1;746;01/11/2017;1;3;5.530,82;1;0
2;1;746;01/11/2018;1;3;5.752,05;1;0
2;1;746;17/09/2007;1;1;3.944,00;1;0
2;1;748;01/05/2021;1;3;1.588,66;1;0
2;1;748;01/05/2022;1;4;1.786,77;1;0
2;1;748;01/11/2022;1;3;2.412,14;1;0
2;1;748;20/07/2020;1;1;1.512,00;1;0
2;1;749;01/05/2021;1;1;1.681,12;1;0
2;1;749;01/05/2022;1;1;2.268,90;1;0
2;1;749;01/05/2023;1;3;2.612,50;1;0
2;1;749;01/05/2024;1;3;2.708,90;1;0
2;1;749;10/08/2020;1;1;1.600,00;1;0
2;1;751;01/03/2025;1;3;3.421,78;1;0
2;1;751;01/05/2021;1;3;1.921,88;1;0
2;1;751;01/05/2022;1;3;2.161,54;1;0
2;1;751;01/05/2023;1;1;2.500,00;1;0
2;1;751;01/05/2024;1;1;2.851,48;1;0
2;1;751;01/11/2023;1;3;2.750,00;1;0
2;1;751;16/09/2020;1;1;1.839,00;1;0
2;1;752;01/05/2021;1;3;4.652,10;1;0
2;1;752;01/05/2022;1;3;5.232,22;1;0
2;1;752;01/05/2023;1;3;5.467,67;1;0
2;1;752;01/05/2024;1;3;5.669,43;1;0
2;1;752;01/05/2025;1;1;6.009,60;1;0
2;1;752;19/10/2020;1;1;4.500,00;1;0
2;1;753;01/05/2021;1;4;3.701,52;1;0
2;1;753;01/05/2022;1;3;4.995,71;1;0
2;1;753;01/05/2023;1;3;5.220,52;1;0
2;1;753;01/05/2024;1;3;5.413,16;1;0
2;1;753;01/08/2021;1;3;4.441,82;1;0
2;1;753;19/11/2020;1;1;3.600,00;1;0
2;1;754;01/05/2021;1;3;4.626,75;1;0
2;1;754;23/11/2020;1;1;4.500,00;1;0
2;1;755;01/05/2021;1;3;4.626,75;1;0
2;1;755;01/05/2022;1;4;5.203,71;1;0
2;1;755;01/05/2023;1;3;6.524,98;1;0
2;1;755;01/05/2024;1;4;6.765,75;1;0
2;1;755;01/11/2022;1;3;6.244,00;1;0
2;1;755;01/11/2024;1;3;8.795,48;1;0
2;1;755;23/11/2020;1;1;4.500,00;1;0
2;1;756;01/05/2021;1;3;4.127,06;1;0
2;1;756;01/05/2022;1;3;4.641,70;1;0
2;1;756;01/05/2023;1;3;4.850,58;1;0
2;1;756;23/11/2020;1;1;4.014,00;1;0
2;1;757;01/05/2021;1;3;11.247,87;1;0
2;1;757;04/01/2021;1;1;11.000,00;1;0
2;1;759;01/05/2021;1;3;5.112,67;1;0
2;1;759;01/05/2022;1;3;5.368,30;1;0
2;1;759;01/05/2023;1;3;5.609,88;1;0
2;1;759;01/05/2024;1;3;5.816,88;1;0
2;1;759;04/01/2021;1;1;5.000,00;1;0
2;1;760;01/05/2021;1;3;5.112,67;1;0
2;1;760;04/01/2021;1;1;5.000,00;1;0
2;1;761;01/05/2021;1;3;11.247,87;1;0
2;1;761;01/05/2022;1;3;11.810,26;1;0
2;1;761;01/05/2023;1;3;12.341,73;1;0
2;1;761;01/05/2024;1;3;12.797,14;1;0
2;1;761;04/01/2021;1;1;11.000,00;1;0
2;1;762;01/05/2021;1;3;9.202,80;1;0
2;1;762;01/05/2022;1;3;9.662,94;1;0
2;1;762;01/05/2023;1;3;10.097,77;1;0
2;1;762;01/05/2024;1;3;10.470,38;1;0
2;1;762;04/01/2021;1;1;9.000,00;1;0
2;1;763;01/05/2021;1;3;11.247,87;1;0
2;1;763;01/05/2022;1;3;11.810,26;1;0
2;1;763;01/05/2023;1;3;12.341,73;1;0
2;1;763;01/05/2024;1;3;12.797,14;1;0
2;1;763;04/01/2021;1;1;11.000,00;1;0
2;1;764;01/05/2021;1;3;9.278,47;1;0
2;1;764;01/05/2022;1;3;9.742,39;1;0
2;1;764;01/05/2023;1;3;10.180,80;1;0
2;1;764;01/05/2024;1;3;10.556,47;1;0
2;1;764;04/01/2021;1;1;9.074,00;1;0
2;1;765;01/05/2021;1;3;7.602,54;1;0
2;1;765;01/05/2022;1;3;7.982,67;1;0
2;1;765;01/05/2023;1;3;8.341,89;1;0
2;1;765;01/05/2024;1;3;8.649,71;1;0
2;1;765;04/01/2021;1;1;7.435,00;1;0
2;1;766;01/05/2021;1;3;7.519,71;1;0
2;1;766;01/05/2022;1;3;7.895,70;1;0
2;1;766;01/05/2023;1;3;8.251,00;1;0
2;1;766;01/05/2024;1;3;8.555,46;1;0
2;1;766;04/01/2021;1;1;7.354,00;1;0
2;1;767;01/05/2021;1;3;4.572,77;1;0
2;1;767;01/05/2022;1;3;5.142,99;1;0
2;1;767;01/05/2023;1;3;5.374,43;1;0
2;1;767;01/05/2024;1;3;5.572,75;1;0
2;1;767;01/05/2025;1;4;5.907,12;1;0
2;1;767;04/01/2021;1;1;4.472,00;1;0
2;1;768;01/05/2021;1;3;4.672,98;1;0
2;1;768;01/05/2022;1;3;5.255,70;1;0
2;1;768;01/05/2023;1;3;5.492,21;1;0
2;1;768;01/05/2024;1;3;5.694,87;1;0
2;1;768;04/01/2021;1;1;4.570,00;1;0
2;1;769;01/05/2021;1;3;16.797,16;1;0
2;1;769;01/05/2022;1;3;17.637,02;1;0
2;1;769;01/05/2023;1;3;18.430,68;1;0
2;1;769;01/05/2024;1;3;19.110,77;1;0
2;1;769;04/01/2021;1;1;16.427,00;1;0
2;1;770;01/05/2021;1;3;7.868,39;1;0
2;1;770;01/05/2022;1;3;8.261,81;1;0
2;1;770;01/05/2023;1;3;8.633,59;1;0
2;1;770;01/05/2024;1;3;8.952,17;1;0
2;1;770;04/01/2021;1;1;7.695,00;1;0
2;1;771;01/05/2021;1;3;7.868,39;1;0
2;1;771;01/05/2022;1;3;8.261,81;1;0
2;1;771;01/05/2023;1;3;8.633,59;1;0
2;1;771;01/05/2024;1;3;8.952,17;1;0
2;1;771;04/01/2021;1;1;7.695,00;1;0
2;1;772;01/05/2021;1;3;12.896,19;1;0
2;1;772;01/05/2022;1;3;13.541,00;1;0
2;1;772;01/05/2023;1;3;14.150,34;1;0
2;1;772;01/05/2024;1;3;14.672,49;1;0
2;1;772;04/01/2021;1;1;12.612,00;1;0
2;1;773;01/05/2021;1;3;12.813,37;1;0
2;1;773;01/05/2022;1;3;13.454,04;1;0
2;1;773;01/05/2023;1;3;14.059,47;1;0
2;1;773;01/05/2024;1;3;14.578,26;1;0
2;1;773;04/01/2021;1;1;12.531,00;1;0
2;1;774;04/01/2021;1;1;3.100,00;1;0
2;1;775;01/03/2025;1;3;6.653,21;1;0
2;1;775;01/05/2021;1;4;3.578,87;1;0
2;1;775;01/05/2022;1;3;5.339,25;1;0
2;1;775;01/05/2023;1;3;5.579,52;1;0
2;1;775;01/05/2024;1;1;5.785,40;1;0
2;1;775;01/11/2021;1;3;5.085,00;1;0
2;1;775;05/01/2021;1;1;3.500,00;1;0
2;1;776;01/01/2015;1;20;14.550,49;1;0
2;1;776;01/01/2016;1;3;15.787,28;1;0
2;1;776;01/01/2017;1;11;17.115,91;1;0
2;1;776;01/01/2018;1;11;17.470,21;1;0
2;1;776;01/01/2019;1;11;18.069,44;1;0
2;1;776;01/01/2020;1;3;18.886,97;1;0
2;1;776;01/01/2021;1;3;19.916,31;1;0
2;1;776;01/04/2014;1;20;13.598,59;1;0
2;1;776;01/05/2021;1;3;19.306,35;1;0
2;1;776;01/05/2022;1;3;20.271,67;1;0
2;1;776;01/05/2023;1;3;21.183,89;1;0
2;1;776;01/05/2024;1;3;21.965,58;1;0
2;1;776;01/11/2013;1;1;11.332,16;1;0
2;1;776;01/11/2016;1;3;16.103,03;1;0
2;1;776;05/12/2011;1;1;10.652,00;1;0
2;1;777;01/01/2020;1;27;1.605,92;1;0
2;1;777;01/01/2021;1;1;2.116,80;1;0
2;1;777;01/04/2022;1;3;2.832,64;1;0
2;1;777;01/05/2021;1;1;2.360,53;1;0
2;1;777;01/05/2022;1;3;3.185,87;1;0
2;1;777;01/05/2023;1;3;3.329,23;1;0
2;1;777;01/05/2024;1;4;3.452,08;1;0
2;1;777;01/06/2020;1;4;1.605,92;1;0
2;1;777;01/09/2020;1;3;2.007,40;1;0
2;1;777;02/12/2019;1;1;1.600,00;1;0
2;1;777;06/04/2020;1;28;1.204,44;1;0
2;1;778;01/01/2020;1;27;14.761,71;1;0
2;1;778;01/01/2021;1;3;15.566,22;1;0
2;1;778;01/05/2021;1;3;15.913,53;1;0
2;1;778;01/06/2020;1;3;14.761,71;1;0
2;1;778;06/04/2020;1;28;11.071,28;1;0
2;1;778;06/05/2019;1;1;14.330,39;1;0
2;1;779;01/01/2018;1;11;2.360,13;1;0
2;1;779;01/01/2019;1;1;2.441,08;1;0
2;1;779;01/01/2020;1;1;3.061,82;1;0
2;1;779;01/01/2021;1;3;4.438,59;1;0
2;1;779;01/03/2020;1;27;3.368,00;1;0
2;1;779;01/05/2019;1;11;2.929,29;1;0
2;1;779;01/05/2021;1;1;4.538,60;1;0
2;1;779;01/05/2022;1;3;5.718,64;1;0
2;1;779;01/06/2020;1;4;3.368,00;1;0
2;1;779;01/11/2020;1;3;4.209,19;1;0
2;1;779;01/11/2021;1;3;5.446,32;1;0
2;1;779;06/04/2020;1;28;2.526,00;1;0
2;1;779;15/05/2017;1;1;2.328,00;1;0
2;1;780;01/01/2016;1;3;3.472,00;1;0
2;1;780;01/01/2017;1;11;3.764,20;1;0
2;1;780;01/01/2018;1;11;3.842,12;1;0
2;1;780;01/01/2019;1;4;3.973,90;1;0
2;1;780;01/01/2020;1;27;4.776,75;1;0
2;1;780;01/01/2021;1;3;5.037,06;1;0
2;1;780;01/05/2021;1;3;5.148,91;1;0
2;1;780;01/05/2022;1;1;5.406,36;1;0
2;1;780;01/05/2023;1;3;6.666,58;1;0
2;1;780;01/05/2024;1;3;6.912,58;1;0
2;1;780;01/06/2015;1;1;3.200,00;1;0
2;1;780;01/06/2020;1;3;4.776,73;1;0
2;1;780;01/08/2019;1;11;4.569,99;1;0
2;1;780;01/08/2022;1;3;6.379,50;1;0
2;1;780;01/11/2016;1;3;3.541,44;1;0
2;1;780;06/04/2020;1;28;3.582,55;1;0
2;1;781;01/01/2015;1;20;4.505,77;1;0
2;1;781;01/01/2016;1;3;4.888,76;1;0
2;1;781;01/01/2017;1;11;5.300,19;1;0
2;1;781;01/01/2018;1;11;5.409,90;1;0
2;1;781;01/01/2019;1;1;5.595,46;1;0
2;1;781;01/01/2020;1;27;6.725,91;1;0
2;1;781;01/01/2021;1;3;7.092,47;1;0
2;1;781;01/05/2021;1;3;7.249,96;1;0
2;1;781;01/05/2022;1;3;7.612,46;1;0
2;1;781;01/05/2023;1;4;7.955,02;1;0
2;1;781;01/05/2024;1;3;9.073,41;1;0
2;1;781;01/06/2020;1;3;6.725,91;1;0
2;1;781;01/07/2019;1;11;6.434,78;1;0
2;1;781;01/11/2016;1;3;4.986,54;1;0
2;1;781;01/11/2023;1;3;8.750,52;1;0
2;1;781;06/04/2020;1;28;5.044,44;1;0
2;1;781;20/10/2014;1;1;4.211,00;1;0
2;1;782;01/01/2014;1;20;3.795,82;1;0
2;1;782;01/01/2015;1;5;4.061,52;1;0
2;1;782;01/01/2016;1;3;5.645,49;1;0
2;1;782;01/01/2017;1;11;6.120,60;1;0
2;1;782;01/01/2018;1;11;7.144,90;1;0
2;1;782;01/01/2019;1;1;7.389,97;1;0
2;1;782;01/01/2020;1;27;8.882,97;1;0
2;1;782;01/01/2021;1;4;9.792,36;1;0
2;1;782;01/02/2021;1;3;11.261,21;1;0
2;1;782;01/03/2015;1;4;4.670,75;1;0
2;1;782;01/05/2021;1;5;11.514,96;1;0
2;1;782;01/05/2022;1;1;12.937,06;1;0
2;1;782;01/06/2013;1;20;3.531,00;1;0
2;1;782;01/06/2020;1;3;8.882,97;1;0
2;1;782;01/07/2015;1;20;5.203,22;1;0
2;1;782;01/08/2019;1;11;8.498,47;1;0
2;1;782;01/08/2022;1;3;14.230,76;1;0
2;1;782;01/10/2021;1;3;12.321,01;1;0
2;1;782;01/11/2016;1;3;5.758,40;1;0
2;1;782;02/01/2008;1;1;3.210,00;1;0
2;1;782;06/04/2020;1;28;6.662,22;1;0
2;1;783;01/01/2019;1;11;2.808,12;1;0
2;1;783;01/01/2020;1;1;2.935,17;1;0
2;1;783;01/01/2021;1;3;3.714,15;1;0
2;1;783;01/01/2024;1;3;5.356,38;1;0
2;1;783;01/03/2020;1;27;3.522,20;1;0
2;1;783;01/05/2021;1;3;3.797,84;1;0
2;1;783;01/05/2022;1;3;4.271,43;1;0
2;1;783;01/05/2023;1;4;4.463,65;1;0
2;1;783;01/05/2024;1;3;5.554,03;1;0
2;1;783;01/06/2020;1;27;3.522,19;1;0
2;1;783;01/08/2020;1;28;2.641,65;1;0
2;1;783;01/09/2020;1;3;3.522,19;1;0
2;1;783;06/04/2020;1;28;2.641,65;1;0
2;1;783;21/11/2018;1;1;2.800,00;1;0
2;1;784;01/01/2017;1;11;8.589,11;1;0
2;1;784;01/01/2018;1;11;8.766,90;1;0
2;1;784;01/01/2019;1;11;9.067,60;1;0
2;1;784;01/01/2020;1;27;9.477,86;1;0
2;1;784;01/01/2021;1;3;9.994,40;1;0
2;1;784;01/05/2021;1;3;10.216,32;1;0
2;1;784;01/05/2022;1;1;10.727,14;1;0
2;1;784;01/05/2023;1;3;12.330,84;1;0
2;1;784;01/05/2024;1;3;12.785,85;1;0
2;1;784;01/06/2020;1;3;9.477,86;1;0
2;1;784;01/08/2022;1;3;11.799,85;1;0
2;1;784;04/11/2016;1;1;8.500,00;1;0
2;1;784;06/04/2020;1;28;7.108,39;1;0
2;1;785;01/01/2020;1;27;2.171,08;1;0
2;1;785;01/01/2021;1;3;2.289,40;1;0
2;1;785;01/05/2021;1;3;2.340,42;1;0
2;1;785;01/05/2022;1;1;2.632,27;1;0
2;1;785;01/05/2023;1;3;3.025,79;1;0
2;1;785;01/06/2020;1;27;2.171,08;1;0
2;1;785;01/06/2022;1;3;2.895,50;1;0
2;1;785;01/08/2020;1;28;1.628,31;1;0
2;1;785;01/09/2020;1;3;2.171,08;1;0
2;1;785;06/04/2020;1;28;1.628,31;1;0
2;1;785;25/03/2019;1;1;2.100,00;1;0
2;1;786;01/01/2015;1;4;5.564,00;1;0
2;1;786;01/01/2016;1;4;6.640,63;1;0
2;1;786;01/01/2017;1;11;8.143,55;1;0
2;1;786;01/01/2018;1;4;8.312,12;1;0
2;1;786;01/01/2019;1;11;12.894,97;1;0
2;1;786;01/01/2020;1;27;13.478,39;1;0
2;1;786;01/01/2021;1;1;14.212,96;1;0
2;1;786;01/04/2016;1;3;7.511,40;1;0
2;1;786;01/05/2021;1;3;16.714,12;1;0
2;1;786;01/05/2022;1;3;17.549,83;1;0
2;1;786;01/06/2020;1;3;13.478,39;1;0
2;1;786;01/08/2018;1;11;12.467,34;1;0
2;1;786;01/11/2016;1;3;7.661,63;1;0
2;1;786;06/04/2020;1;28;10.108,80;1;0
2;1;786;16/01/2014;1;1;5.200,00;1;0
2;1;787;01/01/2019;1;4;2.856,00;1;0
2;1;787;01/01/2020;1;1;3.732,98;1;0
2;1;787;01/01/2021;1;4;5.511,04;1;0
2;1;787;01/02/2019;1;11;3.571,40;1;0
2;1;787;01/02/2020;1;27;5.226,21;1;0
2;1;787;01/02/2021;1;3;8.817,67;1;0
2;1;787;01/05/2021;1;3;9.016,36;1;0
2;1;787;01/05/2022;1;3;9.467,18;1;0
2;1;787;01/05/2023;1;3;9.893,20;1;0
2;1;787;01/06/2020;1;3;5.226,21;1;0
2;1;787;04/06/2018;1;1;2.800,00;1;0
2;1;787;06/04/2020;1;28;3.919,66;1;0
2;1;788;01/01/2021;1;3;2.935,61;1;0
2;1;788;01/01/2024;1;3;4.462,93;1;0
2;1;788;01/05/2021;1;3;3.001,76;1;0
2;1;788;01/05/2022;1;1;3.376,08;1;0
2;1;788;01/05/2023;1;1;3.880,81;1;0
2;1;788;01/05/2024;1;3;4.627,61;1;0
2;1;788;01/06/2020;1;3;2.808,12;1;0
2;1;788;01/06/2022;1;3;3.713,69;1;0
2;1;788;06/04/2020;1;28;2.106,09;1;0
2;1;788;09/03/2020;1;1;2.808,12;1;0
2;1;789;01/01/2021;1;1;2.852,85;1;0
2;1;789;01/02/2021;1;3;3.280,78;1;0
2;1;789;01/05/2021;1;1;3.354,71;1;0
2;1;789;01/05/2022;1;3;5.512,50;1;0
2;1;789;01/06/2020;1;3;2.717,00;1;0
2;1;789;01/10/2021;1;3;5.250,00;1;0
2;1;789;03/02/2020;1;1;2.717,00;1;0
2;1;789;06/04/2020;1;28;2.037,75;1;0
2;1;790;01/01/2015;1;20;3.745,00;1;0
2;1;790;01/01/2016;1;3;4.063,32;1;0
2;1;790;01/01/2017;1;11;4.405,28;1;0
2;1;790;01/01/2018;1;11;4.496,47;1;0
2;1;790;01/01/2019;1;11;4.650,70;1;0
2;1;790;01/01/2020;1;27;4.861,12;1;0
2;1;790;01/01/2021;1;3;5.126,06;1;0
2;1;790;01/05/2014;1;20;3.500,00;1;0
2;1;790;01/05/2021;1;3;5.239,88;1;0
2;1;790;01/05/2022;1;3;5.501,87;1;0
2;1;790;01/05/2023;1;1;5.749,46;1;0
2;1;790;01/05/2024;1;3;6.557,78;1;0
2;1;790;01/06/2013;1;20;2.184,57;1;0
2;1;790;01/06/2020;1;3;4.861,13;1;0
2;1;790;01/11/2013;1;4;2.337,48;1;0
2;1;790;01/11/2016;1;3;4.144,59;1;0
2;1;790;01/11/2023;1;3;6.324,41;1;0
2;1;790;06/04/2020;1;28;3.645,85;1;0
2;1;790;07/12/2009;1;1;1.822,00;1;0
2;1;791;01/01/2017;1;11;1.899,41;1;0
2;1;791;01/01/2018;1;1;1.938,73;1;0
2;1;791;01/01/2019;1;4;2.312,02;1;0
2;1;791;01/01/2020;1;1;3.020,79;1;0
2;1;791;01/01/2021;1;3;3.822,51;1;0
2;1;791;01/03/2020;1;27;3.624,95;1;0
2;1;791;01/05/2021;1;3;3.908,64;1;0
2;1;791;01/05/2022;1;4;4.396,05;1;0
2;1;791;01/05/2023;1;3;5.512,65;1;0
2;1;791;01/05/2024;1;3;5.716,07;1;0
2;1;791;01/06/2020;1;3;3.624,95;1;0
2;1;791;01/07/2019;1;11;2.890,03;1;0
2;1;791;01/08/2018;1;11;2.235,35;1;0
2;1;791;01/08/2022;1;3;5.275,26;1;0
2;1;791;06/04/2020;1;28;2.718,71;1;0
2;1;791;19/09/2016;1;1;1.870,00;1;0
2;1;792;01/01/2015;1;20;6.634,00;1;0
2;1;792;01/01/2016;1;1;7.197,89;1;0
2;1;792;01/01/2017;1;11;8.584,01;1;0
2;1;792;01/01/2018;1;11;8.761,70;1;0
2;1;792;01/01/2019;1;1;9.062,23;1;0
2;1;792;01/01/2020;1;27;10.893,08;1;0
2;1;792;01/01/2021;1;3;11.486,75;1;0
2;1;792;01/05/2014;1;20;6.200,00;1;0
2;1;792;01/05/2019;1;11;10.421,56;1;0
2;1;792;01/05/2021;1;1;11.745,20;1;0
2;1;792;01/05/2022;1;3;13.565,71;1;0
2;1;792;01/05/2023;1;3;14.176,16;1;0
2;1;792;01/05/2024;1;3;14.699,26;1;0
2;1;792;01/06/2020;1;3;10.893,08;1;0
2;1;792;01/08/2016;1;3;7.917,68;1;0
2;1;792;01/09/2021;1;3;12.919,72;1;0
2;1;792;01/11/2016;1;3;8.076,03;1;0
2;1;792;06/04/2020;1;28;8.169,81;1;0
2;1;792;11/02/2014;1;1;4.538,00;1;0
2;1;793;01/01/2016;1;3;7.882,02;1;0
2;1;793;01/01/2017;1;11;8.545,35;1;0
2;1;793;01/01/2018;1;11;8.722,24;1;0
2;1;793;01/01/2019;1;11;9.021,41;1;0
2;1;793;01/01/2020;1;27;9.429,57;1;0
2;1;793;01/01/2021;1;3;10.937,83;1;0
2;1;793;01/05/2021;1;3;11.184,29;1;0
2;1;793;01/05/2022;1;3;11.743,50;1;0
2;1;793;01/05/2023;1;3;12.271,96;1;0
2;1;793;01/06/2020;1;27;9.429,57;1;0
2;1;793;01/09/2020;1;28;7.072,18;1;0
2;1;793;01/10/2020;1;16;9.429,57;1;0
2;1;793;01/11/2013;1;20;6.757,72;1;0
2;1;793;01/11/2014;1;20;7.264,54;1;0
2;1;793;01/11/2016;1;3;8.039,66;1;0
2;1;793;06/04/2020;1;28;7.072,18;1;0
2;1;793;20/08/2007;1;1;6.315,00;1;0
2;1;794;01/01/2019;1;11;8.023,20;1;0
2;1;794;01/01/2020;1;27;8.386,21;1;0
2;1;794;01/01/2021;1;3;9.727,58;1;0
2;1;794;01/05/2021;1;3;9.946,77;1;0
2;1;794;01/05/2022;1;3;10.444,11;1;0
2;1;794;01/05/2023;1;3;10.914,09;1;0
2;1;794;01/05/2024;1;3;11.316,82;1;0
2;1;794;01/06/2020;1;27;8.386,22;1;0
2;1;794;01/08/2020;1;28;6.289,66;1;0
2;1;794;01/10/2020;1;16;8.386,21;1;0
2;1;794;03/12/2018;1;1;8.000,00;1;0
2;1;794;06/04/2020;1;28;6.289,66;1;0
2;1;795;01/05/2021;1;3;5.317,17;1;0
2;1;795;15/01/2021;1;1;5.200,00;1;0
2;1;796;01/05/2021;1;3;4.601,40;1;0
2;1;796;15/01/2021;1;1;4.500,00;1;0
2;1;797;01/05/2021;1;3;6.135,20;1;0
2;1;797;01/05/2022;1;3;6.441,96;1;0
2;1;797;01/05/2023;1;1;6.731,85;1;0
2;1;797;01/05/2024;1;3;8.027,30;1;0
2;1;797;01/11/2023;1;3;7.741,63;1;0
2;1;797;15/01/2021;1;1;6.000,00;1;0
2;1;798;01/05/2021;1;3;6.101,40;1;0
2;1;798;18/01/2021;1;1;6.000,00;1;0
2;1;799;01/02/2021;1;1;4.500,00;1;0
2;1;800;01/02/2021;1;1;3.000,00;1;0
2;1;801;01/02/2021;1;1;6.500,00;1;0
2;1;802;01/05/2021;1;3;4.067,60;1;0
2;1;802;04/02/2021;1;1;4.000,00;1;0
2;1;803;01/01/2017;1;11;2.770,01;1;0
2;1;803;01/01/2018;1;4;2.827,35;1;0
2;1;803;01/01/2019;1;1;3.509,19;1;0
2;1;803;01/01/2020;1;4;4.951,41;1;0
2;1;803;01/01/2021;1;4;7.179,24;1;0
2;1;803;01/01/2022;1;3;9.202,98;1;0
2;1;803;01/02/2019;1;11;4.737,09;1;0
2;1;803;01/02/2020;1;27;6.808,19;1;0
2;1;803;01/02/2021;1;3;8.974,05;1;0
2;1;803;01/04/2018;1;11;3.392,82;1;0
2;1;803;01/05/2021;1;3;9.125,72;1;0
2;1;803;01/05/2022;1;3;9.663,13;1;0
2;1;803;01/05/2023;1;3;10.097,97;1;0
2;1;803;01/05/2024;1;3;10.470,59;1;0
2;1;803;01/06/2020;1;3;6.808,19;1;0
2;1;803;03/02/2016;1;1;2.619,00;1;0
2;1;803;06/04/2020;1;28;5.106,15;1;0
2;1;804;01/01/2020;1;27;7.931,75;1;0
2;1;804;01/01/2021;1;1;8.364,03;1;0
2;1;804;01/01/2022;1;3;9.863,99;1;0
2;1;804;01/05/2021;1;3;9.781,18;1;0
2;1;804;01/05/2022;1;3;10.357,19;1;0
2;1;804;01/05/2023;1;3;10.823,26;1;0
2;1;804;01/05/2024;1;3;11.222,64;1;0
2;1;804;01/06/2020;1;3;7.931,75;1;0
2;1;804;06/04/2020;1;28;5.948,81;1;0
2;1;804;22/04/2019;1;1;7.700,00;1;0
2;1;805;01/01/2018;1;1;3.668,31;1;0
2;1;805;01/01/2019;1;1;4.552,96;1;0
2;1;805;01/01/2020;1;27;5.472,81;1;0
2;1;805;01/01/2021;1;3;5.771,07;1;0
2;1;805;01/01/2022;1;3;5.916,86;1;0
2;1;805;01/05/2018;1;11;4.401,97;1;0
2;1;805;01/05/2021;1;3;5.867,18;1;0
2;1;805;01/05/2022;1;3;6.212,70;1;0
2;1;805;01/06/2020;1;3;5.472,80;1;0
2;1;805;01/08/2019;1;11;5.235,91;1;0
2;1;805;06/04/2020;1;28;4.104,60;1;0
2;1;805;08/02/2017;1;1;3.600,00;1;0
2;1;806;01/01/2015;1;20;6.434,70;1;0
2;1;806;01/01/2016;1;3;6.981,64;1;0
2;1;806;01/01/2017;1;11;7.569,20;1;0
2;1;806;01/01/2018;1;11;7.725,88;1;0
2;1;806;01/01/2019;1;11;7.990,88;1;0
2;1;806;01/01/2020;1;27;8.352,42;1;0
2;1;806;01/01/2021;1;3;8.807,63;1;0
2;1;806;01/01/2022;1;3;9.030,12;1;0
2;1;806;01/01/2024;1;3;14.168,87;1;0
2;1;806;01/05/2021;1;3;8.954,31;1;0
2;1;806;01/05/2022;1;1;9.481,63;1;0
2;1;806;01/05/2023;1;4;10.899,13;1;0
2;1;806;01/05/2024;1;3;14.691,70;1;0
2;1;806;01/06/2013;1;20;5.620,32;1;0
2;1;806;01/06/2020;1;27;8.352,42;1;0
2;1;806;01/06/2022;1;3;10.429,79;1;0
